<hes>	a:6
tung1fo3paang4jeung3	t u: N1 f O:3 p a: N4 dz 9: N3
tung1go3	t u: N1 g O:3
tung1dou6	t u: N1 d ow6
tung1seun6	t u: N1 s 9: n6
tung1fung1	t u: N1 f u: N1
kwaang3	kw a: N3
kwaang3ha5	kw a: N3 h a:5
kwaang3ha5gaai1	kw a: N3 h a:5 g a:j1
kwaang3gaai1	kw a: N3 g a:j1
sai6sai3	s 6j6 s 6j3
chuk1	ts u: k1
chuk1dung3	ts u: k1 d u: N3
chuk1dou6	ts u: k1 d ow6
chuk1jin3chuk1kyut3	ts u: k1 dz i: n3 ts u: k1 k y: t3
chuk1dai6	ts u: k1 d 6j6
chuk1siu1	ts u: k1 s iw1
jou3	dz ow3
chou3ga2	ts ow3 g a:2
jou3jau6	dz ow3 dz 6w6
fung4	f u: N4
fung4yun4lou6	f u: N4 j y: n4 l ow6
fung4hai6	f u: N4 h 6j6
bik1	b i: k1
bik1dak1	b i: k1 d 6 k1
bik1jai1	b i: k1 dz 6j1
bik1jan1	b i: k1 dz 6 n1
bik1baak1	b i: k1 b a: k1
seui6kai1	s 9y6 k 6j1
yu6	j y:6
yu6dou3	j y:6 d ow3
dou6	d ow6
dou6yau5	d ow6 j 6w5
dou6lei5	d ow6 l ej5
dou6haang4	d ow6 h a: N4
dou6mun4	d ow6 m u: n4
wai4chyun4	w 6j4 ts y: n4
wai4juk1	w 6j4 dz u: k1
wai4ham6	w 6j4 h 6 m6
lau4	l 6w4
yiu4yun5	j iw4 j y: n5
yiu4yiu4ling5sin1	j iw4 j iw4 l i: N5 s i: n1
je1	dz E:1
chi4	ts i:4
chi4di1	ts i:4 d i:1
bei6	b ej6
bei6hoi1	b ej6 h O:j1
bei6jan3	b ej6 dz 6 n3
bei6fung1tong4	b ej6 f u: N1 t O: N4
yiu1yeuk3	j iw1 j 9: k3
laat6taap3	l a: t6 t a: p3
dang6	d 6 N6
dang6sam1jeung1	d 6 N6 s 6 m1 dz 9: N1
dang6ji3gwan1	d 6 N6 dz i:3 gw 6 n1
dang6ji3gwan1	d 6 N6 dz i:3 gw 6 n1
dang6ji2kei4	d 6 N6 dz i:2 k ej4
dang6chiu1	d 6 N6 ts iw1
ying4ga1wai6	j i: N4 g a:1 w 6j6
ying4ji3paang4	j i: N4 dz i:3 p a: N4
la5	l a:5
la5mo1	l a:5 m O:1
la5dou6	l a:5 d ow6
la5yeung6	l a:5 j 9: N6
la5bin1	l a:5 b i: n1
bong1	b O: N1
yau4	j 6w4
yau4gin6	j 6w4 g i: n6
yau4gin6hou6	j 6w4 g i: n6 h ow6
yau4guk6	j 6w4 g u: k6
yau4jing3guk6	j 6w4 dz i: N3 g u: k6
yau4piu3	j 6w4 p iw3
yau4seung1	j 6w4 s 9: N1
yau4fai3	j 6w4 f 6j3
yau1man4wa4	j 6w1 m 6 n4 w a:4
siu6mei5kei4	s iw6 m ej5 k ej4
leun4geui1	l 9: n4 g 9y1
leun4se3	l 9: n4 s E:3
yuk1	j y: k1
yuk1ha2	j y: k1 h a:2
yuk1go1	j y: k1 g O:1
yuk1m4dou3	j y: k1 m4 d ow3
yuk1lai4yuk1heui3	j y: k1 l 6j4 j y: k1 h 9y3
yuk1sau2	j y: k1 s 6w2
wat1bo1	w 6 t1 b O:1
yuk1geuk3	j y: k1 g 9: k3
yuk1yuk1	j y: k1 j y: k1
yuk1mun6	j y: k1 m u: n6
gaau1keui1	g a:w1 k 9y1
gaau1oi6	g a:w1 O:j6
jeng6	dz E: N6
jeng6pui3ji1	dz E: N6 p u:j3 dz i:1
jeng6hoi2fei1	dz E: N6 h O:j2 f ej1
jeng6ga1wing6	dz E: N6 g a:1 w i: N6
jeng6siu3chau1	dz E: N6 s iw3 ts 6w1
jeng6ji3gwan1	dz E: N6 dz i:3 gw 6 n1
jeng6han4	dz E: N6 h 6 n4
jeng6sing4gung1	dz E: N6 s i: N4 g u: N1
jeng6cheung1	dz E: N6 ts 9: N1
jeng6suk6an4	dz E: N6 s u: k6 6 n4
gok3	g O: k3
bou6	b ow6
bou6wai6	b ow6 w 6j6
bou6fan6	b ow6 f 6 n6
bou6che1	b ow6 ts E:1
bou6jeung2	b ow6 dz 9: N2
bou6mun4	b ow6 m u: n4
bou6deui2	b ow6 d 9y2
gok3	g O: k3
gwok3wai5man2	gw O: k3 w 6j5 m 6 n2
gwok3jeun3yin4	gw O: k3 dz 9: n3 j i: n4
gok3tin1	g O: k3 t i: n1
gok3bou2	g O: k3 b ow2
gok3fu3sing4	g O: k3 f u:3 s i: N4
gwok3siu2ling4	gw O: k3 s iw2 l i: N4
gwok3lam4jan1	gw O: k3 l 6 m4 dz 6 n1
gwok3sin6nei4	gw O: k3 s i: n6 n ej4
gok3gwok3	g O: k3 gw O: k3
dou1	d ow1
dou1si5	d ow1 s i:5
dou1dak1	d ow1 d 6 k1
dou1ngong6gau1	d ow1 N O: N6 g 6w1
pui3	p u:j3
pui3hap6	p u:j3 h 6 p6
pui3tou3	p u:j3 t ow3
pui3liu6	p u:j3 l iw6
pui3fong1	p u:j3 f O: N1
pui3ji3	p u:j3 dz i:3
pui3sung3	p u:j3 s u: N3
jau2	dz 6w2
jau2sin1	dz 6w2 s i: n1
jau2hau6ga3sai2	dz 6w2 h 6w6 g a:3 s 6j2
jau2ba1	dz 6w2 b a:1
jau2ba1gaai1	dz 6w2 b a:1 g a:j1
jau2ga1	dz 6w2 g a:1
jau2dim3	dz 6w2 d i: m3
jau2lau4	dz 6w2 l 6w4
jau2hung4dang1luk6	dz 6w2 h u: N4 d 6 N1 l u: k6
jau2hung4sik1	dz 6w2 h u: N4 s i: k1
jau2fung4ji1gei2	dz 6w2 f u: N4 dz i:1 g ej2
jau2ga3	dz 6w2 g a:3
jau2gwai2	dz 6w2 gw 6j2
ming4ding1tin1si3	m i: N4 d i: N1 t i: n1 s i:3
jeung3	dz 9: N3
syun1	s y: n1
syun1sing3	s y: n1 s i: N3
syun1tung3	s y: n1 t u: N3
syun1choi3yu2	s y: n1 ts O:j3 j y:2
syun1laat6	s y: n1 l a: t6
syun1syun1	s y: n1 s y: n1
yeung6	j 9: N6
yim1	j i: m1
yim1jim1	j i: m1 dz i: m1
jeui3	dz 9y3
jeui3jau2	dz 9y3 dz 6w2
chou3	ts ow3
sing2	s i: N2
sing2m4hei2	s i: N2 m4 h ej2
sing2muk6	s i: N2 m u: k6
sing2hei2	s i: N2 h ej2
sing2jau2	s i: N2 dz 6w2
choi2	ts O:j2
lei5	l ej5
leui5bin1	l 9y5 b i: n1
leui5min6	l 9y5 m i: n6
jung6	dz u: N6
chung4chong1	ts u: N4 ts O: N1
chung5seung1	ts u: N5 s 9: N1
chung4sau1	ts u: N4 s 6w1
chung4jou6	ts u: N4 dz ow6
chung5dou3sei2	ts u: N5 d ow3 s ej2
chung5hau2mei6	ts u: N5 h 6w2 m ej6
chung4hap6	ts u: N4 h 6 p6
chung4kai2	ts u: N4 k 6j2
chung4fuk6	ts u: N4 f u: k6
jung6daai6	dz u: N6 d a:j6
chung4tin1	ts u: N4 t i: n1
chung5tau4	ts u: N5 t 6w4
chung4hing3	ts u: N4 h i: N3
chung4jan3	ts u: N4 dz 6 n3
chung4bo3	ts u: N4 b O:3
chung4san1	ts u: N4 s 6 n1
jung6bun2	dz u: N6 b u: n2
chung4loi4	ts u: N4 l O:j4
chung4sei2	ts u: N4 s ej2
jung6dim2	dz u: N6 d i: m2
jung6din2baan1	dz u: N6 d i: n2 b a: n1
jung6yung6	dz u: N6 j y: N6
chung4jong1	ts u: N4 dz O: N1
jung6yiu3	dz u: N6 j iw3
jung6yiu3sing3	dz u: N6 j iw3 s i: N3
chung4chung4	ts u: N4 ts u: N4
chung5leung6	ts u: N5 l 9: N6
chung5gam1suk6	ts u: N5 g 6 m1 s u: k6
chung4yam1	ts u: N4 j 6 m1
ye5	j E:5
ye5ngoi2	j E:5 N O:j2
ye5jin3	j E:5 dz i: n3
ye5cheui1	j E:5 ts 9y1
ye5ye5	j E:5 j E:5
ye5sik6	j E:5 s i: k6
ye5chaan1	j E:5 ts a: n1
leung6	l 9: N6
leung6lik6yi4wai4	l 9: N6 l i: k6 j i:4 w 6j4
gam1	g 6 m1
gam1si1	g 6 m1 s i:1
gam1gau2ngan4sap6	g 6 m1 g 6w2 N 6 n4 s 6 p6
gam1ga3	g 6 m1 g a:3
gam1gong1wa4	g 6 m1 g O: N1 w a:4
gam1gong1	g 6 m1 g O: N1
gam1lei6	g 6 m1 l ej6
gam1faat3	g 6 m1 f a: t3
gam1faat3jing1	g 6 m1 f a: t3 dz i: N1
gam1gat1lei6chyun1	g 6 m1 g 6 t1 l ej6 ts y: n1
gam1gok3	g 6 m1 g O: k3
gam1sing4	g 6 m1 s i: N4
gam1suk6gu2	g 6 m1 s u: k6 g u:2
gam1saan1	g 6 m1 s a: n1
gam1bai6	g 6 m1 b 6j6
gam1yung4	g 6 m1 j y: N4
gam1gaai3ji2	g 6 m1 g a:j3 dz i:2
gam1jap1	g 6 m1 dz 6 p1
gam1sing1	g 6 m1 s i: N1
gam1kuk1	g 6 m1 k u: k1
gam1tiu2	g 6 m1 t iw2
gam1tiu2tung2	g 6 m1 t iw2 t u: N2
gam1gat1	g 6 m1 g 6 t1
gam1gong1	g 6 m1 g O: N1
gam1sa1	g 6 m1 s a:1
gam1sa1jau1	g 6 m1 s a:1 dz 6w1
gam1sa1jau1	g 6 m1 s a:1 dz 6w1
gam1sa1taan1	g 6 m1 s a:1 t a: n1
gam1jaak6	g 6 m1 dz a: k6
gam1paai4	g 6 m1 p a:j4
gam1jyu1	g 6 m1 dz y:1
gam1mui4	g 6 m1 m u:j4
gam1jyu1	g 6 m1 dz y:1
gam1tin4	g 6 m1 t i: n4
gam1pun4sai2sau2	g 6 m1 p u: n4 s 6j2 s 6w2
gam1kwong3	g 6 m1 kw O: N3
gam1jyun1	g 6 m1 dz y: n1
gam1bik1	g 6 m1 b i: k1
gam1mei5	g 6 m1 m ej5
gam1sik1	g 6 m1 s i: k1
gam1yung4	g 6 m1 j y: N4
gam1gam1	g 6 m1 g 6 m1
gam1gam1dei6	g 6 m1 g 6 m1 d ej6
gam1jung1	g 6 m1 dz u: N1
gam1chin4	g 6 m1 ts i: n4
gam1chin4syu6	g 6 m1 ts i: n4 s y:6
gam1chin4gwai1	g 6 m1 ts i: n4 gw 6j1
gam1an4sau2sik1	g 6 m1 6 n4 s 6w2 s i: k1
gam1pou3	g 6 m1 p ow3
gam1lin6	g 6 m1 l i: n6
gam1mun4	g 6 m1 m u: n4
gam1yu4	g 6 m1 j y:4
gam1hong6lin4	g 6 m1 h O: N6 l i: n4
gam1aak2	g 6 m1 a: k2
gam1yu2	g 6 m1 j y:2
gam1yu4gong1	g 6 m1 j y:4 g O: N1
gam1ming4gin1	g 6 m1 m i: N4 g i: n1
gam1wong4	g 6 m1 w O: N4
gam1gwai1	g 6 m1 gw 6j1
ngaak3	N a: k3
gaam3	g a: m3
gaam3ming4	g a: m3 m i: N4
gaam3jing3	g a: m3 dz i: N3
chin4	ts i: n4
gaai3	g a:j3
jam1	dz 6 m1
jam1deui3	dz 6 m1 d 9y3
jam1gau3	dz 6 m1 g 6w3
jam1jik1	dz 6 m1 dz i: k1
jam1yeuk6	dz 6 m1 j 9: k6
deng1	d E: N1
diu3	d iw3
diu3dou3	d iw3 d ow3
diu3m4diu3dou2	d iw3 m4 d iw3 d ow2
diu3yu5	d iw3 j y:5
diu3yu4lok6	d iw3 j y:4 l O: k6
yeung4	j 9: N4
koi3	k O:j3
koi3pin3	k O:j3 p i: n3
koi3jat1	k O:j3 dz 6 t1
deun6	d 9: n6
jung1	dz u: N1
jung1wan4	dz u: N1 w 6 n4
jung1tong4	dz u: N1 t O: N4
jung1tong4gei3	dz u: N1 t O: N4 g ej3
jung1m4jung1ji3	dz u: N1 m4 dz u: N1 dz i:3
jung1tau4	dz u: N1 t 6w4
jung1ji3paang4	dz u: N1 dz i:3 p a: N4
jung1yi3	dz u: N1 j i:3
jung1yi3heui3	dz u: N1 j i:3 h 9y3
jung1yi3haang4	dz u: N1 j i:3 h a: N4
jung1sou3	dz u: N1 s ow3
jung1man2	dz u: N1 m 6 n2
jung1cheun1ming1	dz u: N1 ts 9: n1 m i: N1
jung1yau5king4	dz u: N1 j 6w5 k i: N4
jung1leng4	dz u: N1 l E: N4
jung1dim2	dz u: N1 d i: m2
jung1saang1	dz u: N1 s a: N1
jung1sau3	dz u: N1 s 6w3
jung1sau3ling4	dz u: N1 s 6w3 l i: N4
jung1ji6keung5	dz u: N1 dz i:6 k 9: N5
jung1biu2	dz u: N1 b iw2
jung1sing4yi1yun2	dz u: N1 s i: N4 j i:1 j y: n2
gong1	g O: N1
gong3yan3	g O: N3 j 6 n3
gong3tiu4	g O: N3 t iw4
gong1paai4	g O: N1 p a:j4
gong3kam4	g O: N3 k 6 m4
gong3tit3haap6	g O: N3 t i: t3 h a: p6
gong3mun4	g O: N3 m u: n4
yeuk6si4	j 9: k6 s i:4
yam1	j 6 m1
ngau1	N 6w1
gau1jong1	g 6w1 dz O: N1
lau2kau3din6chi4	l 6w2 k 6w3 d i: n6 ts i:4
chin2	ts i: n2
chin4tong4gong1	ts i: n4 t O: N4 g O: N1
kim4	k i: m4
but3	b u: t3
jyun3	dz y: n3
jyun3jeui2	dz y: n3 dz 9y2
jyun3gei1	dz y: n3 g ej1
tit3	t i: t3
tit3fong2	t i: t3 f O: N2
tit3chyu5	t i: t3 ts y:5
tit3pin3	t i: t3 p i: n3
tit3kau4	t i: t3 k 6w4
tit3gun1yam1	t i: t3 g u: n1 j 6 m1
tit3mun4	t i: t3 m u: n4
ling4	l i: N4
tung4	t u: N4
tung4tiu4	t u: N4 t iw4
leui5	l 9y5
leui5hap6	l 9y5 h 6 p6
leui5hap6gam1	l 9y5 h 6 p6 g 6 m1
leui5choi4	l 9y5 ts O:j4
gaau3jin2	g a:w3 dz i: n2
an4	6 n4
an4jai2	6 n4 dz 6j2
an4baau1	6 n4 b a:w1
an4baau1seung2	6 n4 b a:w1 s 9: N2
ngan4sing1	N 6 n4 s i: N1
an4ji2	6 n4 dz i:2
an4wu4	6 n4 w u:4
an4jaan2	6 n4 dz a: n2
an4ji2	6 n4 dz i:2
an4sik1	6 n4 s i: k1
an4fa1	6 n4 f a:1
an4hong4	6 n4 h O: N4
an4hong4ka1	6 n4 h O: N4 k a:1
ngan4hong4gu2	N 6 n4 h O: N4 g u:2
an4gei3	6 n4 g ej3
an4chin2	6 n4 ts i: n2
an4an4	6 n4 6 n4
an4ngaan6	6 n4 N a: n6
pou3	p ow3
pou3wai2	p ow3 w 6j2
pou3dou3	p ow3 d ow3
pou3tau4	p ow3 t 6w4
pou3jou1	p ow3 dz ow1
pou3min2	p ow3 m i: n2
lin4jyu1	l i: n4 dz y:1
siu1	s iw1
siu1sau6	s iw1 s 6w6
siu1sau6bou6	s iw1 s 6w6 b ow6
siu1lou6	s iw1 l ow6
siu1leung6	s iw1 l 9: N6
so2	s O:2
so2jyu6	s O:2 dz y:6
so2jyu6mun4	s O:2 dz y:6 m u: n4
so2si4	s O:2 s i:4
cho4	ts O:4
cho4ha5	ts O:4 h a:5
cho4daai6dei6	ts O:4 d a:j6 d ej6
cho4daai6dai6	ts O:4 d a:j6 d 6j6
cho4dai6	ts O:4 d 6j6
wo1	w O:1
wo1tau4	w O:1 t 6w4
wo1lou4	w O:1 l ow4
wo1koi3	w O:1 k O:j3
wo1chaan2	w O:1 ts a: n2
sau3sik1	s 6w3 s i: k1
sau3sik6	s 6w3 s i: k6
fung1	f u: N1
fung1sin3	f u: N1 s i: n3
san1	s 6 n1
yeui6	j 9y6
cho3	ts O:3
cho3wai2	ts O:3 w 6j2
cho3m4cho3	ts O:3 m4 ts O:3
cho3hoi1	ts O:3 h O:j1
cho3m6	ts O:3 m6
cho3go3	ts O:3 g O:3
sek3	s E: k3
gam2seng2fa1yun2	g 6 m2 s E: N2 f a:1 j y: n2
gam2hon3	g 6 m2 h O: n3
gam2kei4	g 6 m2 k ej4
gam2sau3jung1wa4	g 6 m2 s 6w3 dz u: N1 w a:4
gam2ping4	g 6 m2 p i: N4
gin6	g i: n6
gin6pun2	g i: n6 p u: n2
gin6pun2mou4	g i: n6 p u: n2 m ow4
gai3	g 6j3
geui3pa1	g 9y3 p a:1
dyun3lin6	d y: n3 l i: n6
dyun3lin6ha5	d y: n3 l i: n6 h a:5
jan3	dz 6 n3
bong6	b O: N6
geng3	g E: N3
wok6	w O: k6
juk6	dz u: k6
seung1gam1	s 9: N1 g 6 m1
jeung2	dz 9: N2
cheung4	ts 9: N4
cheung4leun4yan4	ts 9: N4 l 9: n4 j 6 n4
cheung4ga3	ts 9: N4 g a:3
cheung4ming6	ts 9: N4 m i: N6
cheung4sing4	ts 9: N4 s i: N4
cheung4bou3	ts 9: N4 b ow3
cheung4tau4faat3	ts 9: N4 t 6w4 f a: t3
cheung4on1	ts 9: N4 O: n1
cheung4sau6	ts 9: N4 s 6w6
cheung4sau6lou6	ts 9: N4 s 6w6 l ow6
cheung4ping4	ts 9: N4 p i: N4
cheung4fong1ying4	ts 9: N4 f O: N1 j i: N4
cheung4kei4	ts 9: N4 k ej4
cheung4mou4ding3	ts 9: N4 m ow4 d i: N3
cheung4hei3	ts 9: N4 h ej3
cheung4gong1chat1hou6	ts 9: N4 g O: N1 ts 6 t1 h ow6
cheung4sa1	ts 9: N4 s a:1
cheung4lau4lau4	ts 9: N4 l 6w4 l 6w4
cheung4fuk1lou6	ts 9: N4 f u: k1 l ow6
cheung4pin1	ts 9: N4 p i: n1
cheung4sin3	ts 9: N4 s i: n3
cheung4wing4	ts 9: N4 w i: N4
cheung4saam1	ts 9: N4 s a: m1
cheung4jau6	ts 9: N4 dz 6w6
cheung4fu3	ts 9: N4 f u:3
cheung4wa2	ts 9: N4 w a:2
cheung4wa2fai3	ts 9: N4 w a:2 f 6j3
cheung4taam4	ts 9: N4 t a: m4
cheung4fai3	ts 9: N4 f 6j3
cheung4leun4	ts 9: N4 l 9: n4
jeung2bui3	dz 9: N2 b u:j3
cheung4yun5	ts 9: N4 j y: n5
cheung4tou4	ts 9: N4 t ow4
cheung4tou4din6wa2	ts 9: N4 t ow4 d i: n6 w a:2
cheung4cheung4	ts 9: N4 ts 9: N4
cheung4luk6	ts 9: N4 l u: k6
cheung4luk6lou6	ts 9: N4 l u: k6 l ow6
cheung4lung4	ts 9: N4 l u: N4
cheung4ha4dou2	ts 9: N4 h a:4 d ow2
jeung2gou1	dz 9: N2 g ow1
cheung4luk6	ts 9: N4 l u: k6
cheung4luk6yan4	ts 9: N4 l u: k6 j 6 n4
cheung4lung4	ts 9: N4 l u: N4
hai1	h 6j1
hai1yan4	h 6j1 j 6 n4
hai1jai2	h 6j1 dz 6j2
hai1lou2	h 6j1 l ow2
hai1ye5	h 6j1 j E:5
mun4	m u: n4
mun4si4	m u: n4 s i:4
mun4hau2	m u: n4 h 6w2
mun4jeung3	m u: n4 dz 9: N3
mun4dim3	m u: n4 d i: m3
mun4laam6	m u: n4 l a: m6
mun4piu3	m u: n4 p iw3
mun4chan2	m u: n4 ts 6 n2
mun4jung1	m u: n4 dz u: N1
mun4saan1	m u: n4 s a: n1
mun4min2	m u: n4 m i: n2
mun4fei1	m u: n4 f ej1
saan1	s a: n1
saan1jai3	s a: n1 dz 6j3
saan1mun4	s a: n1 m u: n4
sim2	s i: m2
sim2din6	s i: m2 d i: n6
sim2sim2suk1suk1	s i: m2 s i: m2 s u: k1 s u: k1
bai3gwaan1	b 6j3 gw a: n1
bai3lou6	b 6j3 l ow6
bai3lou6din6si6	b 6j3 l ow6 d i: n6 s i:6
bai3gun2	b 6j3 g u: n2
man6	m 6 n6
man6yat1man6	m 6 n6 j 6 t1 m 6 n6
man6ha5	m 6 n6 h a:5
man6gyun3	m 6 n6 g y: n3
man6gyun2diu6cha4	m 6 n6 g y: n2 d iw6 ts a:4
man6hou6	m 6 n6 h ow6
man6m4dou2	m 6 n6 m4 d ow2
man6m4man6	m 6 n6 m4 m 6 n6
man6maai4	m 6 n6 m a:j4
man6daap3	m 6 n6 d a: p3
man6go3	m 6 n6 g O:3
man6man6	m 6 n6 m 6 n6
man6tai4	m 6 n6 t 6j4
chong2	ts O: N2
chong2ha5	ts O: N2 h a:5
haan4	h a: n4
haan4yan4	h a: n4 j 6 n4
haan4ching4yat6ji3	h a: n4 ts i: N4 j 6 t6 dz i:3
haan4liu4	h a: n4 l iw4
haan4gai2	h a: n4 g 6j2
haan4chin2	h a: n4 ts i: n2
haan4haan4	h a: n4 h a: n4
gaan1	g a: n1
gaan3jung1	g a: n3 dz u: N1
gaan3m4jung1	g a: n3 m4 dz u: N1
gaan3hoi1	g a: n3 h O:j1
gaan3jip3sing3	g a: n3 dz i: p3 s i: N3
mun6	m u: n6
mun6dou3chau1gan1	m u: n6 d ow3 ts 6w1 g 6 n1
mun6m4mun6	m u: n6 m4 m u: n6
jaap6	dz a: p6
jaap6bo1	dz a: p6 b O:1
laau6	l a:w6
laau6ha2	l a:w6 h a:2
laau6gaau1	l a:w6 g a:w1
laau6yan4	l a:w6 j 6 n4
naau6fo3	n a:w6 f O:3
laau6jung1	l a:w6 dz u: N1
laau6laau6	l a:w6 l a:w6
man4	m 6 n4
man4dou3	m 6 n4 d ow3
man4ming4	m 6 n4 m i: N4
fat6	f 6 t6
yut6duk6	j y: t6 d u: k6
laan4	l a: n4
fut3	f u: t3
deui6	d 9y6
deui6yau5	d 9y6 j 6w5
deui6kau4yun4	d 9y6 k 6w4 j y: n4
deui6jeung2	d 9y6 dz 9: N2
yun2	j y: n2
yun2gok3jan1	j y: n2 g O: k3 dz 6 n1
fong4	f O: N4
fong4sau2	f O: N4 s 6w2
fong4seui2	f O: N4 s 9y2
fong4dou6	f O: N4 d ow6
fong4hung1	f O: N4 h u: N1
fong4faan6	f O: N4 f a: n6
fong4syun2	f O: N4 s y: n2
yeung4	j 9: N4
yeung4gwong1	j 9: N4 gw O: N1
yeung4gwong1chaan3laan6	j 9: N4 gw O: N1 ts a: n3 l a: n6
yeung4toi4	j 9: N4 t O:j4
yeung4tin1	j 9: N4 t i: n1
yeung4saan1	j 9: N4 s a: n1
yeung4saan1yan4	j 9: N4 s a: n1 j 6 n4
yeung4saan1yun4	j 9: N4 s a: n1 j y: n4
yeung4sok3	j 9: N4 s O: k3
yeung4gong1	j 9: N4 g O: N1
yeung4gong1sap6baat3ji2	j 9: N4 g O: N1 s 6 p6 b a: t3 dz i:2
yam1	j 6 m1
yam1gung1	j 6 m1 g u: N1
yam1gung1	j 6 m1 g u: N1
yam1seng1sai3hei3	j 6 m1 s E: N1 s 6j3 h ej3
yam1tin1	j 6 m1 t i: n1
yam1ying2	j 6 m1 j i: N2
yam1sing3	j 6 m1 s i: N3
yam1duk6	j 6 m1 d u: k6
yam1mau4	j 6 m1 m 6w4
yam1dou6geng3	j 6 m1 d ow6 g E: N3
yam1yam1leung4leung4	j 6 m1 j 6 m1 l 9: N4 l 9: N4
yam1yam1jeui2	j 6 m1 j 6 m1 dz 9y2
jan6	dz 6 n6
jan6si4	dz 6 n6 s i:4
jan6gaan1	dz 6 n6 g a: n1
jan6yu5	dz 6 n6 j y:5
gaai1	g a:j1
gaai1dyun6	g a:j1 d y: n6
jo2	dz O:2
jo2jyu6	dz O:2 dz y:6
jo2lik6	dz O:2 l i: k6
jo2lik6wai2	dz O:2 l i: k6 w 6j2
jo2m4jo2	dz O:2 m4 dz O:2
jo2m4jo2jyu6	dz O:2 m4 dz O:2 dz y:6
jo2laan4	dz O:2 l a: n4
jo2ji2	dz O:2 dz i:2
jo2jo2	dz O:2 dz O:2
jo2jo2jai6jai6	dz O:2 dz O:2 dz 6j6 dz 6j6
a3	a:3
a3bi1	a:3 b i:1
a3yat1	a:3 j 6 t1
a3ding1	a:3 d i: N1
a3chat1	a:3 ts 6 t1
a3maan6	a:3 m a: n6
a3dung1	a:3 d u: N1
a3yim4	a:3 j i: m4
a3lai6	a:3 l 6j6
a3yi6	a:3 j i:6
a3yu1	a:3 j y:1
a3wan4	a:3 w 6 n4
a3m5yi1	a:3 m5 j i:1
a3a3lin4	a:3 a:3 l i: n4
a3yan4	a:3 j 6 n4
a3jai2	a:3 dz 6j2
a3sin1nou4	a:3 s i: n1 n ow4
a3jung6cheun1	a:3 dz u: N6 ts 9: n1
a3wai5	a:3 w 6j5
a3wai5tong4	a:3 w 6j5 t O: N4
a3baak3	a:3 b a: k3
a3ho4	a:3 h O:4
a3jeun3	a:3 dz 9: n3
a3seun3suk1	a:3 s 9: n3 s u: k1
a3sau1	a:3 s 6w1
a3sin6man4	a:3 s i: n6 m 6 n4
a3king1	a:3 k i: N1
a3gin6	a:3 g i: n6
a3gong1	a:3 g O: N1
a3min5hing1	a:3 m i: n5 h i: N1
a3chyun4	a:3 ts y: n4
a3chyun4baak3	a:3 ts y: n4 b a: k3
a3baat3jyu1	a:3 b a: t3 dz y:1
a3gung1	a:3 g u: N1
a3luk6	a:3 l u: k6
a3laan4	a:3 l a: n4
a3hing1	a:3 h i: N1
a3bing1	a:3 b i: N1
a3ling4	a:3 l i: N4
a3faan4daat6	a:3 f a: n4 d a: t6
a3lau4	a:3 l 6w4
a3yung5	a:3 j y: N5
a3wa4	a:3 w a:4
a3wa4je2	a:3 w a:4 dz E:2
a3hing1	a:3 h i: N1
a3faat3	a:3 f a: t3
a3suk1	a:3 s u: k1
a3yip6	a:3 j i: p6
a3tung4	a:3 t u: N4
a3heung3	a:3 h 9: N3
a3gwan1	a:3 gw 6 n1
a3m4je2	a:3 m4 dz E:2
a3jau1	a:3 dz 6w1
a3ka1	a:3 k a:1
a3wa1	a:3 w a:1
a3nung4	a:3 n u: N4
a3go1	a:3 g O:1
a3ga1	a:3 g a:1
a3ga1yi4	a:3 g a:1 j i:4
a3sei3	a:3 s ej3
a3gin1	a:3 g i: n1
a3daai6	a:3 d a:j6
a3daai6tau4fai1	a:3 d a:j6 t 6w4 f 6j1
a3daai6bou2	a:3 d a:j6 b ow2
a3tin1	a:3 t i: n1
a3tin1lam4	a:3 t i: n1 l 6 m4
a3ban1	a:3 b 6 n1
a3leui5	a:3 l 9y5
a3ma1	a:3 m a:1
a3ma1mi4	a:3 m a:1 m i:4
a3ma1ji2	a:3 m a:1 dz i:2
a3mui2	a:3 m u:j2
a3je2	a:3 dz E:2
a3je4je1	a:3 dz E:4 dz E:1
a3gu1	a:3 g u:1
a3yi1	a:3 j i:1
a3yi4ma1	a:3 j i:4 m a:1
a3yi1gok3	a:3 j i:1 g O: k3
a3ji1	a:3 dz i:1
a3wai1	a:3 w 6j1
a3gyun1	a:3 g y: n1
a3po4	a:3 p O:4
a3sim4	a:3 s i: m4
a3sam2	a:3 s 6 m2
a3ting4	a:3 t i: N4
a3mei4	a:3 m ej4
a3sou2	a:3 s ow2
a3ma6	a:3 m a:6
a3on1	a:3 O: n1
a3wang4	a:3 w 6 N4
a3bou2	a:3 b ow2
a3ban1	a:3 b 6 n1
a3siu2	a:3 s iw2
a3siu2taam4	a:3 s iw2 t a: m4
a3yi5bei1si1saan1	a:3 j i:5 b ej1 s i:1 s a: n1
a3jin2	a:3 dz i: n2
a3fung1	a:3 f u: N1
a3fung1jai2	a:3 f u: N1 dz 6j2
a3ping4	a:3 p i: N4
a3gong2	a:3 g O: N2
a3hong1	a:3 h O: N1
a3dai2	a:3 d 6j2
a3keung5	a:3 k 9: N5
a3biu1	a:3 b iw1
a3ban1	a:3 b 6 n1
a3sam1	a:3 s 6 m1
a3ji3	a:3 dz i:3
a3yi4	a:3 j i:4
a3yi3	a:3 j i:3
a3sing4	a:3 s i: N4
