<hes>	a:6
siu1leung6	s iw1 l 9:6 N
so2	s O:2
so2jyu6	s O:2 dz y:6
so2jyu6mun4	s O:2 dz y:6 m u:4 n
so2si4	s O:2 s i:4
cho4	ts O:4
cho4ha5	ts O:4 h a:5
cho4daai6dei6	ts O:4 d a:j6 d ej6
cho4daai6dai6	ts O:4 d a:j6 d 6j6
cho4dai6	ts O:4 d 6j6
wo1	w O:1
wo1tau4	w O:1 t 6w4
wo1lou4	w O:1 l ow4
wo1koi3	w O:1 k O:j3
wo1chaan2	w O:1 ts a:2 n
sau3sik1	s 6w3 s i:1 k
sau3sik6	s 6w3 s i:6 k
fung1	f u:1 N
fung1sin3	f u:1 N s i:3 n
san1	s 61 n
yeui6	j 9y6
cho3	ts O:3
cho3wai2	ts O:3 w 6j2
cho3m4cho3	ts O:3 m4 ts O:3
cho3hoi1	ts O:3 h O:j1
cho3m6	ts O:3 m6
cho3go3	ts O:3 g O:3
sek3	s E:3 k
gam2seng2fa1yun2	g 62 m s E:2 N f a:1 j y:2 n
gam2hon3	g 62 m h O:3 n
gam2kei4	g 62 m k ej4
gam2sau3jung1wa4	g 62 m s 6w3 dz u:1 N w a:4
gam2ping4	g 62 m p i:4 N
gin6	g i:6 n
gin6pun2	g i:6 n p u:2 n
gin6pun2mou4	g i:6 n p u:2 n m ow4
gai3	g 6j3
geui3pa1	g 9y3 p a:1
dyun3lin6	d y:3 n l i:6 n
dyun3lin6ha5	d y:3 n l i:6 n h a:5
jan3	dz 63 n
bong6	b O:6 N
geng3	g E:3 N
wok6	w O:6 k
juk6	dz u:6 k
seung1gam1	s 9:1 N g 61 m
jeung2	dz 9:2 N
cheung4	ts 9:4 N
cheung4leun4yan4	ts 9:4 N l 9:4 n j 64 n
cheung4ga3	ts 9:4 N g a:3
cheung4ming6	ts 9:4 N m i:6 N
cheung4sing4	ts 9:4 N s i:4 N
cheung4bou3	ts 9:4 N b ow3
cheung4tau4faat3	ts 9:4 N t 6w4 f a:3 t
cheung4on1	ts 9:4 N O: n1
cheung4sau6	ts 9:4 N s 6w6
cheung4sau6lou6	ts 9:4 N s 6w6 l ow6
cheung4ping4	ts 9:4 N p i:4 N
cheung4fong1ying4	ts 9:4 N f O:1 N j i:4 N
cheung4kei4	ts 9:4 N k ej4
cheung4mou4ding3	ts 9:4 N m ow4 d i:3 N
cheung4hei3	ts 9:4 N h ej3
cheung4gong1chat1hou6	ts 9:4 N g O:1 N ts 61 t h ow6
cheung4sa1	ts 9:4 N s a:1
cheung4lau4lau4	ts 9:4 N l 6w4 l 6w4
cheung4fuk1lou6	ts 9:4 N f u:1 k l ow6
cheung4pin1	ts 9:4 N p i:1 n
cheung4sin3	ts 9:4 N s i:3 n
cheung4wing4	ts 9:4 N w i:4 N
cheung4saam1	ts 9:4 N s a:1 m
cheung4jau6	ts 9:4 N dz 6w6
cheung4fu3	ts 9:4 N f u:3
cheung4wa2	ts 9:4 N w a:2
cheung4wa2fai3	ts 9:4 N w a:2 f 6j3
cheung4taam4	ts 9:4 N t a:4 m
cheung4fai3	ts 9:4 N f 6j3
cheung4leun4	ts 9:4 N l 9:4 n
jeung2bui3	dz 9:2 N b u:j3
cheung4yun5	ts 9:4 N j y:5 n
cheung4tou4	ts 9:4 N t ow4
cheung4tou4din6wa2	ts 9:4 N t ow4 d i:6 n w a:2
cheung4cheung4	ts 9:4 N ts 9:4 N
cheung4luk6	ts 9:4 N l u:6 k
cheung4luk6lou6	ts 9:4 N l u:6 k l ow6
cheung4lung4	ts 9:4 N l u:4 N
cheung4ha4dou2	ts 9:4 N h a:4 d ow2
jeung2gou1	dz 9:2 N g ow1
cheung4luk6	ts 9:4 N l u:6 k
cheung4luk6yan4	ts 9:4 N l u:6 k j 64 n
cheung4lung4	ts 9:4 N l u:4 N
hai1	h 6j1
hai1yan4	h 6j1 j 64 n
hai1jai2	h 6j1 dz 6j2
hai1lou2	h 6j1 l ow2
hai1ye5	h 6j1 j E:5
mun4	m u:4 n
mun4si4	m u:4 n s i:4
mun4hau2	m u:4 n h 6w2
mun4jeung3	m u:4 n dz 9:3 N
mun4dim3	m u:4 n d i:3 m
mun4laam6	m u:4 n l a:6 m
mun4piu3	m u:4 n p iw3
mun4chan2	m u:4 n ts 62 n
mun4jung1	m u:4 n dz u:1 N
mun4saan1	m u:4 n s a:1 n
mun4min2	m u:4 n m i:2 n
mun4fei1	m u:4 n f ej1
saan1	s a:1 n
saan1jai3	s a:1 n dz 6j3
saan1mun4	s a:1 n m u:4 n
sim2	s i:2 m
sim2din6	s i:2 m d i:6 n
sim2sim2suk1suk1	s i:2 m s i:2 m s u:1 k s u:1 k
bai3gwaan1	b 6j3 gw a:1 n
bai3lou6	b 6j3 l ow6
bai3lou6din6si6	b 6j3 l ow6 d i:6 n s i:6
bai3gun2	b 6j3 g u:2 n
man6	m 66 n
man6yat1man6	m 66 n j 61 t m 66 n
man6ha5	m 66 n h a:5
man6gyun3	m 66 n g y:3 n
man6gyun2diu6cha4	m 66 n g y:2 n d iw6 ts a:4
man6hou6	m 66 n h ow6
man6m4dou2	m 66 n m4 d ow2
man6m4man6	m 66 n m4 m 66 n
man6maai4	m 66 n m a:j4
man6daap3	m 66 n d a:3 p
man6go3	m 66 n g O:3
man6man6	m 66 n m 66 n
man6tai4	m 66 n t 6j4
chong2	ts O:2 N
chong2ha5	ts O:2 N h a:5
haan4	h a:4 n
haan4yan4	h a:4 n j 64 n
haan4ching4yat6ji3	h a:4 n ts i:4 N j 66 t dz i:3
haan4liu4	h a:4 n l iw4
haan4gai2	h a:4 n g 6j2
haan4chin2	h a:4 n ts i:2 n
haan4haan4	h a:4 n h a:4 n
gaan1	g a:1 n
gaan3jung1	g a:3 n dz u:1 N
gaan3m4jung1	g a:3 n m4 dz u:1 N
gaan3hoi1	g a:3 n h O:j1
gaan3jip3sing3	g a:3 n dz i:3 p s i:3 N
mun6	m u:6 n
mun6dou3chau1gan1	m u:6 n d ow3 ts 6w1 g 61 n
mun6m4mun6	m u:6 n m4 m u:6 n
jaap6	dz a:6 p
jaap6bo1	dz a:6 p b O:1
laau6	l a:w6
laau6ha2	l a:w6 h a:2
laau6gaau1	l a:w6 g a:w1
laau6yan4	l a:w6 j 64 n
naau6fo3	n a:w6 f O:3
laau6jung1	l a:w6 dz u:1 N
laau6laau6	l a:w6 l a:w6
man4	m 64 n
man4dou3	m 64 n d ow3
man4ming4	m 64 n m i:4 N
fat6	f 66 t
yut6duk6	j y:6 t d u:6 k
laan4	l a:4 n
fut3	f u:3 t
deui6	d 9y6
deui6yau5	d 9y6 j 6w5
deui6kau4yun4	d 9y6 k 6w4 j y:4 n
deui6jeung2	d 9y6 dz 9:2 N
yun2	j y:2 n
yun2gok3jan1	j y:2 n g O:3 k dz 61 n
fong4	f O:4 N
fong4sau2	f O:4 N s 6w2
fong4seui2	f O:4 N s 9y2
fong4dou6	f O:4 N d ow6
fong4hung1	f O:4 N h u:1 N
fong4faan6	f O:4 N f a:6 n
fong4syun2	f O:4 N s y:2 n
yeung4	j 9:4 N
yeung4gwong1	j 9:4 N gw O:1 N
yeung4gwong1chaan3laan6	j 9:4 N gw O:1 N ts a:3 n l a:6 n
yeung4toi4	j 9:4 N t O:j4
yeung4tin1	j 9:4 N t i:1 n
yeung4saan1	j 9:4 N s a:1 n
yeung4saan1yan4	j 9:4 N s a:1 n j 64 n
yeung4saan1yun4	j 9:4 N s a:1 n j y:4 n
yeung4sok3	j 9:4 N s O:3 k
yeung4gong1	j 9:4 N g O:1 N
yeung4gong1sap6baat3ji2	j 9:4 N g O:1 N s 66 p b a:3 t dz i:2
yam1	j 61 m
yam1gung1	j 61 m g u:1 N
yam1gung1	j 61 m g u:1 N
yam1seng1sai3hei3	j 61 m s E:1 N s 6j3 h ej3
yam1tin1	j 61 m t i:1 n
yam1ying2	j 61 m j i:2 N
yam1sing3	j 61 m s i:3 N
yam1duk6	j 61 m d u:6 k
yam1mau4	j 61 m m 6w4
yam1dou6geng3	j 61 m d ow6 g E:3 N
yam1yam1leung4leung4	j 61 m j 61 m l 9:4 N l 9:4 N
yam1yam1jeui2	j 61 m j 61 m dz 9y2
jan6	dz 66 n
jan6si4	dz 66 n s i:4
jan6gaan1	dz 66 n g a:1 n
jan6yu5	dz 66 n j y:5
gaai1	g a:j1
gaai1dyun6	g a:j1 d y:6 n
jo2	dz O:2
jo2jyu6	dz O:2 dz y:6
jo2lik6	dz O:2 l i:6 k
jo2lik6wai2	dz O:2 l i:6 k w 6j2
jo2m4jo2	dz O:2 m4 dz O:2
jo2m4jo2jyu6	dz O:2 m4 dz O:2 dz y:6
jo2laan4	dz O:2 l a:4 n
jo2ji2	dz O:2 dz i:2
jo2jo2	dz O:2 dz O:2
jo2jo2jai6jai6	dz O:2 dz O:2 dz 6j6 dz 6j6
a3	a:3
a3bi1	a:3 b i:1
a3yat1	a:3 j 61 t
a3ding1	a:3 d i:1 N
a3chat1	a:3 ts 61 t
a3maan6	a:3 m a:6 n
a3dung1	a:3 d u:1 N
a3yim4	a:3 j i:4 m
a3lai6	a:3 l 6j6
a3yi6	a:3 j i:6
a3yu1	a:3 j y:1
a3wan4	a:3 w 64 n
a3m5yi1	a:3 m5 j i:1
a3a3lin4	a:3 a:3 l i:4 n
a3yan4	a:3 j 64 n
a3jai2	a:3 dz 6j2
a3sin1nou4	a:3 s i:1 n n ow4
a3jung6cheun1	a:3 dz u:6 N ts 9:1 n
a3wai5	a:3 w 6j5
a3wai5tong4	a:3 w 6j5 t O:4 N
a3baak3	a:3 b a:3 k
a3ho4	a:3 h O:4
a3jeun3	a:3 dz 9:3 n
a3seun3suk1	a:3 s 9:3 n s u:1 k
a3sau1	a:3 s 6w1
a3sin6man4	a:3 s i:6 n m 64 n
a3king1	a:3 k i:1 N
a3gin6	a:3 g i:6 n
a3gong1	a:3 g O:1 N
a3min5hing1	a:3 m i:5 n h i:1 N
a3chyun4	a:3 ts y:4 n
a3chyun4baak3	a:3 ts y:4 n b a:3 k
a3baat3jyu1	a:3 b a:3 t dz y:1
a3gung1	a:3 g u:1 N
a3luk6	a:3 l u:6 k
a3laan4	a:3 l a:4 n
a3hing1	a:3 h i:1 N
a3bing1	a:3 b i:1 N
a3ling4	a:3 l i:4 N
a3faan4daat6	a:3 f a:4 n d a:6 t
a3lau4	a:3 l 6w4
a3yung5	a:3 j y:5 N
a3wa4	a:3 w a:4
a3wa4je2	a:3 w a:4 dz E:2
a3hing1	a:3 h i:1 N
a3faat3	a:3 f a:3 t
a3suk1	a:3 s u:1 k
a3yip6	a:3 j i:6 p
a3tung4	a:3 t u:4 N
a3heung3	a:3 h 9:3 N
a3gwan1	a:3 gw 61 n
a3m4je2	a:3 m4 dz E:2
a3jau1	a:3 dz 6w1
a3ka1	a:3 k a:1
a3wa1	a:3 w a:1
a3nung4	a:3 n u:4 N
a3go1	a:3 g O:1
a3ga1	a:3 g a:1
a3ga1yi4	a:3 g a:1 j i:4
a3sei3	a:3 s ej3
a3gin1	a:3 g i:1 n
a3daai6	a:3 d a:j6
a3daai6tau4fai1	a:3 d a:j6 t 6w4 f 6j1
a3daai6bou2	a:3 d a:j6 b ow2
a3tin1	a:3 t i:1 n
a3tin1lam4	a:3 t i:1 n l 64 m
a3ban1	a:3 b 61 n
a3leui5	a:3 l 9y5
a3ma1	a:3 m a:1
a3ma1mi4	a:3 m a:1 m i:4
a3ma1ji2	a:3 m a:1 dz i:2
a3mui2	a:3 m u:j2
a3je2	a:3 dz E:2
a3je4je1	a:3 dz E:4 dz E:1
a3gu1	a:3 g u:1
a3yi1	a:3 j i:1
a3yi4ma1	a:3 j i:4 m a:1
a3yi1gok3	a:3 j i:1 g O:3 k
a3ji1	a:3 dz i:1
a3wai1	a:3 w 6j1
a3gyun1	a:3 g y:1 n
a3po4	a:3 p O:4
a3sim4	a:3 s i:4 m
a3sam2	a:3 s 62 m
a3ting4	a:3 t i:4 N
a3mei4	a:3 m ej4
a3sou2	a:3 s ow2
a3ma6	a:3 m a:6
a3on1	a:3 O: n1
a3wang4	a:3 w 64 N
a3bou2	a:3 b ow2
a3ban1	a:3 b 61 n
a3siu2	a:3 s iw2
a3siu2taam4	a:3 s iw2 t a:4 m
a3yi5bei1si1saan1	a:3 j i:5 b ej1 s i:1 s a:1 n
a3jin2	a:3 dz i:2 n
a3fung1	a:3 f u:1 N
a3fung1jai2	a:3 f u:1 N dz 6j2
a3ping4	a:3 p i:4 N
a3gong2	a:3 g O:2 N
a3hong1	a:3 h O:1 N
a3dai2	a:3 d 6j2
a3keung5	a:3 k 9:5 N
a3biu1	a:3 b iw1
a3ban1	a:3 b 61 n
a3sam1	a:3 s 61 m
a3ji3	a:3 dz i:3
a3yi4	a:3 j i:4
a3yi3	a:3 j i:3
a3sing4	a:3 s i:4 N
a3sing4yat6	a:3 s i:4 N j 66 t
a3laai1baak3	a:3 l a:j1 b a:3 k
a3laau1	a:3 l a:w1
a3man5	a:3 m 65 n
a3ngou6	a:3 N ow6
a3ging3	a:3 g i:3 N
a3man2	a:3 m 62 n
a3man4jai2	a:3 m 64 n dz 6j2
a3man4man2	a:3 m 64 n m 62 n
a3man4man2jyu1	a:3 m 64 n m 62 n dz y:1
a3ban1	a:3 b 61 n
a3san1	a:3 s 61 n
a3gwan1	a:3 gw 61 n
a3cheung1	a:3 ts 9:1 N
a3cheung1gei3	a:3 ts 9:1 N g ej3
a3ming4	a:3 m i:4 N
a3ming4jai2	a:3 m i:4 N dz 6j2
a3ming4hing1	a:3 m i:4 N h i:1 N
a3ming4ga1	a:3 m i:4 N g a:1
a3ming4saang1	a:3 m i:4 N s a:1 N
a3sing1syun2	a:3 s i:1 N s y:2 n
a3ging2	a:3 g i:2 N
a3cheng4	a:3 ts E:4 N
a3jing1	a:3 dz i:1 N
a3ji3	a:3 dz i:3
a3chou4	a:3 ts ow4
a3jang1	a:3 dz 61 N
a3muk6	a:3 m u:6 k
a3kyun4	a:3 k y:4 n
a3git6	a:3 g i:6 t
a3fung1	a:3 f u:1 N
a3biu1	a:3 b iw1
a3kiu4	a:3 k iw4
a3leung4	a:3 l 9:4 N
a3mui4	a:3 m u:j4
a3biu1	a:3 b iw1
a3fun1	a:3 f u:1 n
a3yan1	a:3 j 61 n
a3ngai6	a:3 N 6j6
a3seui2go1	a:3 s 9y2 g O:1
a3bo1	a:3 b O:1
a3taai3	a:3 t a:j3
a3hou6man4	a:3 h ow6 m 64 n
a3hoi2	a:3 h O:j2
a3tou4	a:3 t ow4
a3tou4go1	a:3 t ow4 g O:1
a3yun4	a:3 j y:4 n
a3pun1	a:3 p u:1 n
a3yin3	a:3 j i:3 n
a3ye4	a:3 j E:4
a3ba1	a:3 b a:1
a3maau1	a:3 m a:w1
a3yuk6	a:3 j y:6 k
a3ling4	a:3 l i:4 N
a3ling4je1	a:3 l i:4 N dz E:1
a3jan1	a:3 dz 61 n
a3jyu1	a:3 dz y:1
a3kei4	a:3 k ej4
a3king4	a:3 k i:4 N
a3yiu4	a:3 j iw4
a3tim4	a:3 t i:4 m
a3tin4	a:3 t i:4 n
a3tin4ban2	a:3 t i:4 n b 62 n
a3naam4	a:3 n a:4 m
a3sau3gwai2	a:3 s 6w3 gw 6j2
a3baak6	a:3 b a:6 k
a3ying4	a:3 j i:4 N
a3ying4je2	a:3 j i:4 N dz E:2
a3mei4	a:3 m ej4
a3jan1	a:3 dz 61 n
a3yeui6	a:3 j 9y6
a3bik1	a:3 b i:1 k
a3cheung4	a:3 ts 9:4 N
a3cheung4go1	a:3 ts 9:4 N g O:1
a3fuk1	a:3 f u:1 k
a3sau3	a:3 s 6w3
a3chau1	a:3 ts 6w1
a3ching4	a:3 ts i:4 N
a3hung4	a:3 h u:4 N
a3mei1	a:3 m ej1
a3yiu6	a:3 j iw6
a3lyun4	a:3 l y:4 n
a3fei4jai2mai5	a:3 f ej4 dz 6j2 m 6j5
a3fan1	a:3 f 61 n
a3fan1jai2	a:3 f 61 n dz 6j2
a3fan1je2	a:3 f 61 n dz E:2
a3fa1	a:3 f a:1
a3fong1	a:3 f O:1 N
a3fong1chiu3	a:3 f O:1 N ts iw3
a3fong1je1	a:3 f O:1 N dz E:1
a3fong1sou2	a:3 f O:1 N s ow2
a3sou1	a:3 s ow1
a3ying1	a:3 j i:1 N
a3mau6	a:3 m 6w6
a3yan1	a:3 j 61 n
a3yu4	a:3 j y:4
a3wing4	a:3 w i:4 N
a3lin4	a:3 l i:4 n
a3ying4je2	a:3 j i:4 N dz E:2
a3ping4	a:3 p i:4 N
a3mung4	a:3 m u:4 N
a3yung4	a:3 j y:4 N
a3hung4	a:3 h u:4 N
a3daan2	a:3 d a:2 n
a3yin4	a:3 j i:4 n
a3si1	a:3 s i:1
a3si1si1	a:3 s i:1 s i:1
a3sing4	a:3 s i:4 N
a3cheung4go1	a:3 ts 9:4 N g O:1
a3gan2	a:3 g 62 n
a3taam4	a:3 t a:4 m
a3jaan3	a:3 dz a:3 n
a3chiu1	a:3 ts iw1
a3hin1	a:3 h i:1 n
a3fai1	a:3 f 6j1
a3lin4	a:3 l i:4 n
a3dik6	a:3 d i:6 k
a3bong1	a:3 b O:1 N
a3yuk1go1	a:3 j y:1 k g O:1
a3bou6	a:3 b ow6
a3gam1	a:3 g 61 m
a3jung1	a:3 dz u:1 N
a3ming4	a:3 m i:4 N
a3ha4	a:3 h a:4
a3ching1	a:3 ts i:1 N
a3jing6	a:3 dz i:6 N
a3fei1	a:3 f ej1
a3hing1	a:3 h i:1 N
a3yu4	a:3 j y:4
a3lung4	a:3 l u:4 N
to4	t O:4
to4lam4	t O:4 l 64 m
fu6	f u:6
fu6jung1	f u:6 dz u:1 N
fu6siu2	f u:6 s iw2
fu6suk6ka1	f u:6 s u:6 k k a:1
fu6daai3	f u:6 d a:j3
fu6gan6	f u:6 g 66 n
luk6	l u:6 k
luk6jou2	l u:6 k dz ow2
luk6jou2miu2	l u:6 k dz ow2 m iw2
luk6juk6	l u:6 k dz u:6 k
luk6luk6juk6juk6	l u:6 k l u:6 k dz u:6 k dz u:6 k
luk6paang4	l u:6 k p a:4 N
chan4	ts 64 n
chan4heung2san1	ts 64 n h 9:2 N s 61 n
chan4sin6man4	ts 64 n s i:6 n m 64 n
chan4gun3hei1	ts 64 n g u:3 n h ej1
chan4chung1	ts 64 n ts u:1 N
chan4gei1hing1	ts 64 n g ej1 h i:1 N
chan4yik6seun3	ts 64 n j i:6 k s 9:3 n
chan4on1fan4	ts 64 n O: n1 f 64 n
chan4ding6gwan1	ts 64 n d i:6 N gw 61 n
chan4yi4man4	ts 64 n j i:4 m 64 n
chan4ga1chi4	ts 64 n g a:1 ts i:4
chan4gin3laap6	ts 64 n g i:3 n l a:6 p
chan4ji3wan4	ts 64 n dz i:3 w 64 n
chan4ji3chung1	ts 64 n dz i:3 ts u:1 N
chan4jung2	ts 64 n dz u:2 N
chan4yi3haam4	ts 64 n j i:3 h a:4 m
chan4jing3	ts 64 n dz i:3 N
chan4man4hin1	ts 64 n m 64 n h i:1 n
chan4ming4	ts 64 n m i:4 N
chan4ji3	ts 64 n dz i:3
chan4chyun1	ts 64 n ts y:1 n
chan4chung4ling4	ts 64 n ts u:4 N l i:4 N
chan4hou6wai5	ts 64 n h ow6 w 6j5
chan2hou6man4	ts 62 n h ow6 m 64 n
chan4hou6man4	ts 64 n h ow6 m 64 n
chan4ching1lam4	ts 64 n ts i:1 N l 64 m
chan4wun6ying1	ts 64 n w u:6 n j i:1 N
chan4seui6	ts 64 n s 9y6
chan4saang1	ts 64 n s a:1 N
chan4baak3leun4	ts 64 n b a:3 k l 9:4 n
chan4baak3chiu1	ts 64 n b a:3 k ts iw1
chan4ching4paang4	ts 64 n ts i:4 N p a:4 N
chan4ji3man2	ts 64 n dz i:3 m 62 n
chan4yan1lam4	ts 64 n j 61 n l 64 m
chan4dung2	ts 64 n d u:2 N
chan4yin4	ts 64 n j i:4 n
chan4chou3	ts 64 n ts ow3
chan4gam2	ts 64 n g 62 m
chan4ching1lam4	ts 64 n ts i:1 N l 64 m
chan4ching1leung4	ts 64 n ts i:1 N l 9:4 N
chan4jing6	ts 64 n dz i:6 N
chan4jing6man2	ts 64 n dz i:6 N m 62 n
lau6baau1	l 6w6 b a:w1
mak6sang1	m 66 k s 61 N
mak6sang1yan4	m 66 k s 61 N j 64 n
gong3	g O:3 N
gong3lam4	g O:3 N l 64 m
gong3ga3	g O:3 N g a:3
gong3dai1	g O:3 N d 6j1
gong3wan1	g O:3 N w 61 n
haan6	h a:6 n
haan6jai3	h a:6 n dz 6j3
haan6hak1	h a:6 n h 61 k
haan6ding6	h a:6 n d i:6 N
haan6dou6	h a:6 n d ow6
haan6si4	h a:6 n s i:4
haan6kau3	h a:6 n k 6w3
haan6aak2	h a:6 n a:2 k
yun4	j y:4 n
yun4jai2	j y:4 n dz 6j2
yun4choi3	j y:4 n ts O:j3
yun2jeung2	j y:2 n dz 9:2 N
yun4deui6	j y:4 n d 9y6
cheui4	ts 9y4
cheui4yi5	ts 9y4 j i:5
cheui4mei2jai1	ts 9y4 m ej2 dz 6j1
cheui4jo2	ts 9y4 dz O:2
cheui4hoi1	ts 9y4 h O:j1
cheui4dak1dou2	ts 9y4 d 61 k d ow2
chyu4fei1	ts y:4 f ej1
him2	h i:2 m
pui4	p u:j4
pui4ha5	p u:j4 h a:5
pui4bun6	p u:j4 b u:6 n
pui4bun6ha5	p u:j4 b u:6 n h a:5
pui4m4dou2	p u:j4 m4 d ow2
pui4haau2	p u:j4 h a:w2
chan4saang1	ts 64 n s a:1 N
tou4hei3	t ow4 h ej3
tou4je2	t ow4 dz E:2
tou4dak1man2	t ow4 d 61 k m 62 n
tou4chi4	t ow4 ts i:4
tou4chi4chong2	t ow4 ts i:4 ts O:2 N
ham6jeng6	h 66 m dz E:6 N
lung4	l u:4 N
lung4fa3	l u:4 N f a:3
lung4on1	l u:4 N O: n1
lung4pui3	l u:4 N p u:j3
lung4jung6	l u:4 N dz u:6 N
cheui4	ts 9y4
cheui4bin2	ts 9y4 b i:2 n
cheui4giu3cheui4dou3	ts 9y4 g iw3 ts 9y4 d ow3
cheui4yi3	ts 9y4 j i:3
cheui4sau2	ts 9y4 s 6w2
cheui4si4	ts 9y4 s i:4
cheui4gei1	ts 9y4 g ej1
cheui4haang4jau6si5	ts 9y4 h a:4 N dz 6w6 s i:5
cheui4san1	ts 9y4 s 61 n
cheui4cheui4	ts 9y4 ts 9y4
yan2	j 62 n
yan2ding6	j 62 n d i:6 N
yan2ying4	j 62 n j i:4 N
yan2san1	j 62 n s 61 n
gaak3	g a:3 k
gaak3go3	g a:3 k g O:3
gaak3ye6	g a:3 k j E:6
gaak3hoi1	g a:3 k h O:j1
gaak3yat6	g a:3 k j 66 t
gaak3maan5	g a:3 k m a:5 n
gaak3lei4	g a:3 k l ej4
gaak3lei4	g a:3 k l ej4
gaak3lei4lau5	g a:3 k l ej4 l 6w5
gaak3yam1	g a:3 k j 61 m
jeung3ngoi6	dz 9:3 N N O:j6
seui6dou6	s 9y6 d ow6
laan6	l a:6 n
laan6wai4	l a:6 n w 6j4
naan4yi5kyut3jaak6	n a:4 n j i:5 k y:3 t dz a:6 k
laan6jou6	l a:6 n dz ow6
laan4min5	l a:4 n m i:5 n
naan4gwaan1	n a:4 n gw a:1 n
naan6dou3	n a:6 n d ow3
laan6sau6	l a:6 n s 6w6
laan6teng1	l a:6 n t E:1 N
laan6m4laan6	l a:6 n m4 l a:6 n
laan4dou6	l a:4 n d ow6
laan4dak1	l a:4 n d 61 k
naan4dak1gin3	n a:4 n d 61 k g i:3 n
laan4yan2	l a:4 n j 62 n
laan4gwaai3	l a:4 n gw a:j3
naan6gaau2	n a:6 n g a:w2
laan4tai2	l a:4 n t 6j2
laan6gong2	l a:6 n g O:2 N
laan4go3	l a:4 n g O:3
laan6man4	l a:6 n m 64 n
jeuk3	dz 9:3 k
jeuk3jai2	dz 9:3 k dz 6j2
jeuk3sing3	dz 9:3 k s i:3 N
jeuk3chaau4	dz 9:3 k ts a:w4
jeuk3lung4	dz 9:3 k l u:4 N
hung4	h u:4 N
hung4go1	h u:4 N g O:1
a5din2la4	a:5 d i:2 n l a:4
a5si1	a:5 s i:1
a5yun4	a:5 j y:4 n
nga5tin4	N a:5 t i:4 n
jaap6	dz a:6 p
jaap6jung1	dz a:6 p dz u:1 N
jaap6tai2	dz a:6 p t 6j2
jaap6hap6	dz a:6 p h 66 p
jaap6hap6sin3	dz a:6 p h 66 p s i:3 n
jaap6tyun4	dz a:6 p t y:4 n
jaap6kwan4mong5	dz a:6 p kw 64 n m O:5 N
jaap6jong1seung1	dz a:6 p dz O:1 N s 9:1 N
jaap6jong1che1	dz a:6 p dz O:1 N ts E:1
jaap6fan3	dz a:6 p f 63 n
yung1wo4	j y:1 N w O:4
yung1ging2yun2	j y:1 N g i:2 N j y:2 n
yung1jing3	j y:1 N dz i:3 N
diu1jeung6	d iw1 dz 9:6 N
diu1hak1	d iw1 h 61 k
yu5	j y:5
yu5tin1	j y:5 t i:1 n
yu5mei4	j y:5 m ej4
syut3	s y:3 t
syut3seung6ga1seung1	s y:3 t s 9:6 N g a:1 s 9:1 N
syut3fat6laan4	s y:3 t f 66 t l a:4 n
syut3lei5	s y:3 t l ej5
syut3ging2	s y:3 t g i:2 N
syut3tiu4	s y:3 t t iw4
syut3gwai6	s y:3 t gw 6j6
syut3mui4	s y:3 t m u:j4
syut3lei4	s y:3 t l ej4
syut3kau4	s y:3 t k 6w4
syut3seung1	s y:3 t s 9:1 N
syut3bik1	s y:3 t b i:1 k
syut3gou1	s y:3 t g ow1
syut3yi5	s y:3 t j i:5
syut3yung5	s y:3 t j y:5 N
syut3yau6	s y:3 t j 6w6
man4	m 64 n
leng4	l E:4 N
leng4chat1nin4	l E:4 N ts 61 t n i:4 n
leng4gau2nin4	l E:4 N g 6w2 n i:4 n
leng4baat3nin2	l E:4 N b a:3 t n i:2 n
ling4sau6	l i:4 N s 6w6
leng4se3	l E:4 N s E:3
ling4sik6	l i:4 N s i:6 k
leui4	l 9y4
leui4fung1taap3	l 9y4 f u:1 N t a:3 p
leui4cheun1	l 9y4 ts 9:1 n
leui4ying4	l 9y4 j i:4 N
leui4nok6	l 9y4 n O:6 k
leui4daat6	l 9y4 d a:6 t
mou6	m ow6
mou6fung1saan1	m ow6 f u:1 N s a:1 n
seui1m4seui1yiu3	s 9y1 m4 s 9y1 j iw3
seui1yiu3	s 9y1 j iw3
jan3	dz 63 n
jan3dou3	dz 63 n d ow3
jan3ham6	dz 63 n h 66 m
jan3yam1	dz 63 n j 61 m
mui4	m u:j4
fok3fan1	f O:3 k f 61 n
saap3	s a:3 p
saap3hei3	s a:3 p h ej3
lam4	l 64 m
seung1	s 9:1 N
seung1gong3	s 9:1 N g O:3 N
ha4	h a:4
ha4leui5	h a:4 l 9y5
ha4je2	h a:4 dz E:2
ha4saan1	h a:4 s a:1 n
lou6	l ow6
lou6yat1lou6min6	l ow6 j 61 t l ow6 m i:6 n
lou6ha2	l ow6 h a:2
lou6tin1	l ow6 t i:1 n
lou6ying4	l ow6 j i:4 N
lou6min6	l ow6 m i:6 n
ba3	b a:3
ba3hei3	b a:3 h ej3
ba3dou6	b a:3 d ow6
cheng1	ts E:1 N
cheng1wan4	ts E:1 N w 64 n
cheng1tau4aap3	ts E:1 N t 6w4 a:3 p
cheng1la4yau2	ts E:1 N l a:4 j 6w2
ching1saan1	ts i:1 N s a:1 n
cheng1saan1luk6dou6	ts E:1 N s a:1 n l u:6 k d ow6
cheng1dou2	ts E:1 N d ow2
ching1nin4	ts i:1 N n i:4 n
ching1nin4jai2	ts i:1 N n i:4 n dz 6j2
